This job can be monitored from: https://scruffy.c3se.chalmers.se/d/alvis-job/alvis-job?var-jobid=551743&from=1662750828000
flat_modules is the only option now for updated Alvis nodes. You can remove this function call.

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 1 iter 0: train loss 5.63292. lr 6.000000e-03:   0%|          | 0/23 [00:01<?, ?it/s]
epoch 1 iter 0: train loss 5.63292. lr 6.000000e-03:   4%|▍         | 1/23 [00:01<00:26,  1.23s/it]
epoch 6 iter 20: train loss 2.79757. lr 6.000000e-03:  91%|█████████▏| 21/23 [00:02<00:00,  7.38it/s]
epoch 6 iter 21: train loss 2.76484. lr 6.000000e-03:  91%|█████████▏| 21/23 [00:02<00:00,  7.38it/s]
epoch 6 iter 21: train loss 2.76484. lr 6.000000e-03:  96%|█████████▌| 22/23 [00:02<00:00,  7.34it/s]
epoch 6 iter 22: train loss 2.81511. lr 6.000000e-03:  96%|█████████▌| 22/23 [00:02<00:00,  7.34it/s]
epoch 6 iter 22: train loss 2.81511. lr 6.000000e-03: 100%|██████████| 23/23 [00:02<00:00,  5.55it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 7 iter 0: train loss 2.78026. lr 6.000000e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 7 iter 0: train loss 2.78026. lr 6.000000e-03:   4%|▍         | 1/23 [00:00<00:02,  9.86it/s]
epoch 7 iter 1: train loss 2.77488. lr 6.000000e-03:   4%|▍         | 1/23 [00:00<00:02,  9.86it/s]
epoch 7 iter 1: train loss 2.77488. lr 6.000000e-03:   9%|▊         | 2/23 [00:00<00:02,  8.72it/s]
epoch 7 iter 2: train loss 2.79827. lr 6.000000e-03:   9%|▊         | 2/23 [00:00<00:02,  8.72it/s]
epoch 7 iter 2: train loss 2.79827. lr 6.000000e-03:  13%|█▎        | 3/23 [00:00<00:02,  8.20it/s]
epoch 7 iter 3: train loss 2.84134. lr 6.000000e-03:  13%|█▎        | 3/23 [00:00<00:02,  8.20it/s]
epoch 7 iter 3: train loss 2.84134. lr 6.000000e-03:  17%|█▋        | 4/23 [00:00<00:02,  6.83it/s]
epoch 7 iter 4: train loss 2.78201. lr 6.000000e-03:  17%|█▋        | 4/23 [00:00<00:02,  6.83it/s]
epoch 7 iter 4: train loss 2.78201. lr 6.000000e-03:  22%|██▏       | 5/23 [00:00<00:02,  6.82it/s]
epoch 7 iter 5: train loss 2.76643. lr 6.000000e-03:  22%|██▏       | 5/23 [00:00<00:02,  6.82it/s]
epoch 7 iter 6: train loss 2.79212. lr 6.000000e-03:  22%|██▏       | 5/23 [00:00<00:02,  6.82it/s]
epoch 7 iter 6: train loss 2.79212. lr 6.000000e-03:  30%|███       | 7/23 [00:00<00:02,  7.69it/s]
epoch 7 iter 7: train loss 2.82584. lr 6.000000e-03:  30%|███       | 7/23 [00:01<00:02,  7.69it/s]
epoch 7 iter 7: train loss 2.82584. lr 6.000000e-03:  35%|███▍      | 8/23 [00:01<00:01,  7.93it/s]
epoch 7 iter 8: train loss 2.78133. lr 6.000000e-03:  35%|███▍      | 8/23 [00:01<00:01,  7.93it/s]
epoch 7 iter 8: train loss 2.78133. lr 6.000000e-03:  39%|███▉      | 9/23 [00:01<00:01,  7.36it/s]
epoch 7 iter 9: train loss 2.76973. lr 6.000000e-03:  39%|███▉      | 9/23 [00:01<00:01,  7.36it/s]
epoch 7 iter 9: train loss 2.76973. lr 6.000000e-03:  43%|████▎     | 10/23 [00:01<00:01,  7.31it/s]
epoch 7 iter 10: train loss 2.79161. lr 6.000000e-03:  43%|████▎     | 10/23 [00:01<00:01,  7.31it/s]
epoch 7 iter 10: train loss 2.79161. lr 6.000000e-03:  48%|████▊     | 11/23 [00:01<00:01,  6.76it/s]
epoch 7 iter 11: train loss 2.81894. lr 6.000000e-03:  48%|████▊     | 11/23 [00:01<00:01,  6.76it/s]
epoch 7 iter 11: train loss 2.81894. lr 6.000000e-03:  52%|█████▏    | 12/23 [00:01<00:01,  6.95it/s]
epoch 7 iter 12: train loss 2.77063. lr 6.000000e-03:  52%|█████▏    | 12/23 [00:01<00:01,  6.95it/s]
epoch 7 iter 12: train loss 2.77063. lr 6.000000e-03:  57%|█████▋    | 13/23 [00:01<00:01,  6.84it/s]
epoch 7 iter 13: train loss 2.78575. lr 6.000000e-03:  57%|█████▋    | 13/23 [00:01<00:01,  6.84it/s]
epoch 7 iter 13: train loss 2.78575. lr 6.000000e-03:  61%|██████    | 14/23 [00:01<00:01,  6.92it/s]
epoch 7 iter 14: train loss 2.74691. lr 6.000000e-03:  61%|██████    | 14/23 [00:02<00:01,  6.92it/s]
epoch 7 iter 15: train loss 2.78175. lr 6.000000e-03:  61%|██████    | 14/23 [00:02<00:01,  6.92it/s]
epoch 7 iter 15: train loss 2.78175. lr 6.000000e-03:  70%|██████▉   | 16/23 [00:02<00:00,  7.65it/s]
epoch 7 iter 16: train loss 2.75404. lr 6.000000e-03:  70%|██████▉   | 16/23 [00:02<00:00,  7.65it/s]
epoch 7 iter 16: train loss 2.75404. lr 6.000000e-03:  74%|███████▍  | 17/23 [00:02<00:00,  7.62it/s]
epoch 7 iter 17: train loss 2.76814. lr 6.000000e-03:  74%|███████▍  | 17/23 [00:02<00:00,  7.62it/s]
epoch 7 iter 17: train loss 2.76814. lr 6.000000e-03:  78%|███████▊  | 18/23 [00:02<00:00,  6.81it/s]
epoch 7 iter 18: train loss 2.76625. lr 6.000000e-03:  78%|███████▊  | 18/23 [00:02<00:00,  6.81it/s]
epoch 7 iter 18: train loss 2.76625. lr 6.000000e-03:  83%|████████▎ | 19/23 [00:02<00:00,  6.56it/s]
epoch 7 iter 19: train loss 2.71278. lr 6.000000e-03:  83%|████████▎ | 19/23 [00:02<00:00,  6.56it/s]
epoch 7 iter 19: train loss 2.71278. lr 6.000000e-03:  87%|████████▋ | 20/23 [00:02<00:00,  6.28it/s]
epoch 7 iter 20: train loss 2.75141. lr 6.000000e-03:  87%|████████▋ | 20/23 [00:02<00:00,  6.28it/s]
epoch 7 iter 20: train loss 2.75141. lr 6.000000e-03:  91%|█████████▏| 21/23 [00:02<00:00,  6.49it/s]
epoch 7 iter 21: train loss 2.73510. lr 6.000000e-03:  91%|█████████▏| 21/23 [00:03<00:00,  6.49it/s]
epoch 7 iter 21: train loss 2.73510. lr 6.000000e-03:  96%|█████████▌| 22/23 [00:03<00:00,  6.72it/s]
epoch 7 iter 22: train loss 2.77225. lr 6.000000e-03:  96%|█████████▌| 22/23 [00:03<00:00,  6.72it/s]
epoch 7 iter 22: train loss 2.77225. lr 6.000000e-03: 100%|██████████| 23/23 [00:03<00:00,  7.27it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 8 iter 0: train loss 2.73874. lr 6.000000e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 8 iter 0: train loss 2.73874. lr 6.000000e-03:   4%|▍         | 1/23 [00:00<00:02,  9.80it/s]
epoch 8 iter 1: train loss 2.75573. lr 6.000000e-03:   4%|▍         | 1/23 [00:00<00:02,  9.80it/s]
epoch 8 iter 1: train loss 2.75573. lr 6.000000e-03:   9%|▊         | 2/23 [00:00<00:02,  9.20it/s]
epoch 8 iter 2: train loss 2.76805. lr 6.000000e-03:   9%|▊         | 2/23 [00:00<00:02,  9.20it/s]
epoch 8 iter 2: train loss 2.76805. lr 6.000000e-03:  13%|█▎        | 3/23 [00:00<00:02,  8.06it/s]
epoch 8 iter 3: train loss 2.79143. lr 6.000000e-03:  13%|█▎        | 3/23 [00:00<00:02,  8.06it/s]
epoch 8 iter 3: train loss 2.79143. lr 6.000000e-03:  17%|█▋        | 4/23 [00:00<00:02,  7.95it/s]
epoch 8 iter 4: train loss 2.73368. lr 6.000000e-03:  17%|█▋        | 4/23 [00:00<00:02,  7.95it/s]
epoch 8 iter 4: train loss 2.73368. lr 6.000000e-03:  22%|██▏       | 5/23 [00:00<00:02,  8.46it/s]
epoch 8 iter 5: train loss 2.74604. lr 6.000000e-03:  22%|██▏       | 5/23 [00:00<00:02,  8.46it/s]
epoch 8 iter 5: train loss 2.74604. lr 6.000000e-03:  26%|██▌       | 6/23 [00:00<00:02,  8.08it/s]
epoch 8 iter 6: train loss 2.77007. lr 6.000000e-03:  26%|██▌       | 6/23 [00:00<00:02,  8.08it/s]
epoch 8 iter 6: train loss 2.77007. lr 6.000000e-03:  30%|███       | 7/23 [00:00<00:02,  7.54it/s]
epoch 8 iter 7: train loss 2.76773. lr 6.000000e-03:  30%|███       | 7/23 [00:01<00:02,  7.54it/s]
epoch 8 iter 7: train loss 2.76773. lr 6.000000e-03:  35%|███▍      | 8/23 [00:01<00:01,  7.60it/s]
epoch 8 iter 8: train loss 2.75179. lr 6.000000e-03:  35%|███▍      | 8/23 [00:01<00:01,  7.60it/s]
epoch 8 iter 8: train loss 2.75179. lr 6.000000e-03:  39%|███▉      | 9/23 [00:01<00:01,  7.47it/s]
epoch 8 iter 9: train loss 2.72815. lr 6.000000e-03:  39%|███▉      | 9/23 [00:01<00:01,  7.47it/s]
epoch 8 iter 9: train loss 2.72815. lr 6.000000e-03:  43%|████▎     | 10/23 [00:01<00:01,  7.86it/s]
epoch 8 iter 10: train loss 2.77753. lr 6.000000e-03:  43%|████▎     | 10/23 [00:01<00:01,  7.86it/s]
epoch 8 iter 10: train loss 2.77753. lr 6.000000e-03:  48%|████▊     | 11/23 [00:01<00:01,  7.57it/s]
epoch 8 iter 11: train loss 2.77613. lr 6.000000e-03:  48%|████▊     | 11/23 [00:01<00:01,  7.57it/s]
epoch 8 iter 11: train loss 2.77613. lr 6.000000e-03:  52%|█████▏    | 12/23 [00:01<00:01,  7.84it/s]
epoch 8 iter 12: train loss 2.74627. lr 6.000000e-03:  52%|█████▏    | 12/23 [00:01<00:01,  7.84it/s]
epoch 8 iter 12: train loss 2.74627. lr 6.000000e-03:  57%|█████▋    | 13/23 [00:01<00:01,  7.99it/s]
epoch 8 iter 13: train loss 2.76392. lr 6.000000e-03:  57%|█████▋    | 13/23 [00:01<00:01,  7.99it/s]
epoch 8 iter 13: train loss 2.76392. lr 6.000000e-03:  61%|██████    | 14/23 [00:01<00:01,  7.98it/s]
epoch 8 iter 14: train loss 2.71291. lr 6.000000e-03:  61%|██████    | 14/23 [00:01<00:01,  7.98it/s]
epoch 8 iter 14: train loss 2.71291. lr 6.000000e-03:  65%|██████▌   | 15/23 [00:01<00:00,  8.09it/s]
epoch 8 iter 15: train loss 2.71959. lr 6.000000e-03:  65%|██████▌   | 15/23 [00:01<00:00,  8.09it/s]
epoch 8 iter 16: train loss 2.74305. lr 6.000000e-03:  65%|██████▌   | 15/23 [00:02<00:00,  8.09it/s]
epoch 8 iter 16: train loss 2.74305. lr 6.000000e-03:  74%|███████▍  | 17/23 [00:02<00:00,  8.64it/s]
epoch 8 iter 17: train loss 2.74936. lr 6.000000e-03:  74%|███████▍  | 17/23 [00:02<00:00,  8.64it/s]
epoch 8 iter 17: train loss 2.74936. lr 6.000000e-03:  78%|███████▊  | 18/23 [00:02<00:00,  8.44it/s]
epoch 8 iter 18: train loss 2.73544. lr 6.000000e-03:  78%|███████▊  | 18/23 [00:02<00:00,  8.44it/s]
epoch 8 iter 18: train loss 2.73544. lr 6.000000e-03:  83%|████████▎ | 19/23 [00:02<00:00,  8.38it/s]
epoch 8 iter 19: train loss 2.71882. lr 6.000000e-03:  83%|████████▎ | 19/23 [00:02<00:00,  8.38it/s]
epoch 8 iter 19: train loss 2.71882. lr 6.000000e-03:  87%|████████▋ | 20/23 [00:02<00:00,  7.73it/s]
epoch 8 iter 20: train loss 2.72828. lr 6.000000e-03:  87%|████████▋ | 20/23 [00:02<00:00,  7.73it/s]
epoch 8 iter 20: train loss 2.72828. lr 6.000000e-03:  91%|█████████▏| 21/23 [00:02<00:00,  8.29it/s]
epoch 8 iter 21: train loss 2.72433. lr 6.000000e-03:  91%|█████████▏| 21/23 [00:02<00:00,  8.29it/s]
epoch 8 iter 21: train loss 2.72433. lr 6.000000e-03:  96%|█████████▌| 22/23 [00:02<00:00,  7.77it/s]
epoch 8 iter 22: train loss 2.75746. lr 6.000000e-03:  96%|█████████▌| 22/23 [00:02<00:00,  7.77it/s]
epoch 8 iter 22: train loss 2.75746. lr 6.000000e-03: 100%|██████████| 23/23 [00:02<00:00,  8.16it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 9 iter 0: train loss 2.71426. lr 6.000000e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 9 iter 0: train loss 2.71426. lr 6.000000e-03:   4%|▍         | 1/23 [00:00<00:02,  7.39it/s]
epoch 9 iter 1: train loss 2.73857. lr 6.000000e-03:   4%|▍         | 1/23 [00:00<00:02,  7.39it/s]
epoch 9 iter 1: train loss 2.73857. lr 6.000000e-03:   9%|▊         | 2/23 [00:00<00:02,  7.86it/s]
epoch 9 iter 2: train loss 2.72752. lr 6.000000e-03:   9%|▊         | 2/23 [00:00<00:02,  7.86it/s]
epoch 9 iter 3: train loss 2.79443. lr 6.000000e-03:   9%|▊         | 2/23 [00:00<00:02,  7.86it/s]
epoch 9 iter 3: train loss 2.79443. lr 6.000000e-03:  17%|█▋        | 4/23 [00:00<00:02,  8.84it/s]
epoch 9 iter 4: train loss 2.71414. lr 6.000000e-03:  17%|█▋        | 4/23 [00:00<00:02,  8.84it/s]
epoch 9 iter 4: train loss 2.71414. lr 6.000000e-03:  22%|██▏       | 5/23 [00:00<00:02,  8.27it/s]
epoch 9 iter 5: train loss 2.70782. lr 6.000000e-03:  22%|██▏       | 5/23 [00:00<00:02,  8.27it/s]
epoch 9 iter 5: train loss 2.70782. lr 6.000000e-03:  26%|██▌       | 6/23 [00:00<00:02,  7.90it/s]
epoch 9 iter 6: train loss 2.75007. lr 6.000000e-03:  26%|██▌       | 6/23 [00:00<00:02,  7.90it/s]
epoch 9 iter 6: train loss 2.75007. lr 6.000000e-03:  30%|███       | 7/23 [00:00<00:01,  8.23it/s]
epoch 9 iter 7: train loss 2.75186. lr 6.000000e-03:  30%|███       | 7/23 [00:00<00:01,  8.23it/s]
epoch 9 iter 7: train loss 2.75186. lr 6.000000e-03:  35%|███▍      | 8/23 [00:00<00:01,  7.90it/s]
epoch 9 iter 8: train loss 2.71855. lr 6.000000e-03:  35%|███▍      | 8/23 [00:01<00:01,  7.90it/s]
epoch 9 iter 9: train loss 2.70062. lr 6.000000e-03:  35%|███▍      | 8/23 [00:01<00:01,  7.90it/s]
epoch 9 iter 9: train loss 2.70062. lr 6.000000e-03:  43%|████▎     | 10/23 [00:01<00:01,  8.78it/s]
epoch 9 iter 10: train loss 2.72824. lr 6.000000e-03:  43%|████▎     | 10/23 [00:01<00:01,  8.78it/s]
epoch 9 iter 10: train loss 2.72824. lr 6.000000e-03:  48%|████▊     | 11/23 [00:01<00:01,  9.05it/s]
epoch 9 iter 11: train loss 2.74357. lr 6.000000e-03:  48%|████▊     | 11/23 [00:01<00:01,  9.05it/s]
epoch 9 iter 11: train loss 2.74357. lr 6.000000e-03:  52%|█████▏    | 12/23 [00:01<00:01,  8.73it/s]
epoch 9 iter 12: train loss 2.72970. lr 6.000000e-03:  52%|█████▏    | 12/23 [00:01<00:01,  8.73it/s]
epoch 9 iter 12: train loss 2.72970. lr 6.000000e-03:  57%|█████▋    | 13/23 [00:01<00:01,  8.68it/s]
epoch 9 iter 13: train loss 2.74105. lr 6.000000e-03:  57%|█████▋    | 13/23 [00:01<00:01,  8.68it/s]
epoch 9 iter 14: train loss 2.69050. lr 6.000000e-03:  57%|█████▋    | 13/23 [00:01<00:01,  8.68it/s]
epoch 9 iter 14: train loss 2.69050. lr 6.000000e-03:  65%|██████▌   | 15/23 [00:01<00:00,  9.44it/s]
epoch 9 iter 15: train loss 2.71501. lr 6.000000e-03:  65%|██████▌   | 15/23 [00:01<00:00,  9.44it/s]
epoch 9 iter 16: train loss 2.69378. lr 6.000000e-03:  65%|██████▌   | 15/23 [00:01<00:00,  9.44it/s]
epoch 9 iter 16: train loss 2.69378. lr 6.000000e-03:  74%|███████▍  | 17/23 [00:01<00:00,  9.66it/s]
epoch 9 iter 17: train loss 2.70877. lr 6.000000e-03:  74%|███████▍  | 17/23 [00:01<00:00,  9.66it/s]
epoch 9 iter 17: train loss 2.70877. lr 6.000000e-03:  78%|███████▊  | 18/23 [00:02<00:01,  4.43it/s]
epoch 9 iter 18: train loss 2.69185. lr 6.000000e-03:  78%|███████▊  | 18/23 [00:02<00:01,  4.43it/s]
epoch 9 iter 18: train loss 2.69185. lr 6.000000e-03:  83%|████████▎ | 19/23 [00:02<00:00,  5.24it/s]
epoch 9 iter 19: train loss 2.67719. lr 6.000000e-03:  83%|████████▎ | 19/23 [00:02<00:00,  5.24it/s]
epoch 9 iter 20: train loss 2.70603. lr 6.000000e-03:  83%|████████▎ | 19/23 [00:02<00:00,  5.24it/s]
epoch 9 iter 20: train loss 2.70603. lr 6.000000e-03:  91%|█████████▏| 21/23 [00:02<00:00,  6.28it/s]
epoch 9 iter 21: train loss 2.68978. lr 6.000000e-03:  91%|█████████▏| 21/23 [00:02<00:00,  6.28it/s]
epoch 9 iter 22: train loss 2.72618. lr 6.000000e-03:  91%|█████████▏| 21/23 [00:02<00:00,  6.28it/s]
epoch 9 iter 22: train loss 2.72618. lr 6.000000e-03: 100%|██████████| 23/23 [00:02<00:00,  7.45it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 10 iter 0: train loss 2.70654. lr 6.000000e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 10 iter 1: train loss 2.70107. lr 6.000000e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 10 iter 1: train loss 2.70107. lr 6.000000e-03:   9%|▊         | 2/23 [00:00<00:01, 11.83it/s]
epoch 10 iter 2: train loss 2.69573. lr 6.000000e-03:   9%|▊         | 2/23 [00:00<00:01, 11.83it/s]
epoch 10 iter 2: train loss 2.69573. lr 6.000000e-03:  13%|█▎        | 3/23 [00:00<00:01, 10.81it/s]
epoch 10 iter 3: train loss 2.75428. lr 6.000000e-03:  13%|█▎        | 3/23 [00:00<00:01, 10.81it/s]
epoch 10 iter 3: train loss 2.75428. lr 6.000000e-03:  17%|█▋        | 4/23 [00:00<00:01, 10.29it/s]
epoch 10 iter 4: train loss 2.70558. lr 6.000000e-03:  17%|█▋        | 4/23 [00:00<00:01, 10.29it/s]
epoch 10 iter 5: train loss 2.67844. lr 6.000000e-03:  17%|█▋        | 4/23 [00:00<00:01, 10.29it/s]
epoch 10 iter 5: train loss 2.67844. lr 6.000000e-03:  26%|██▌       | 6/23 [00:00<00:01,  9.00it/s]
epoch 10 iter 6: train loss 2.69522. lr 6.000000e-03:  26%|██▌       | 6/23 [00:00<00:01,  9.00it/s]
epoch 10 iter 7: train loss 2.70705. lr 6.000000e-03:  26%|██▌       | 6/23 [00:00<00:01,  9.00it/s]
epoch 10 iter 7: train loss 2.70705. lr 6.000000e-03:  35%|███▍      | 8/23 [00:00<00:01,  9.68it/s]
epoch 10 iter 8: train loss 2.70295. lr 6.000000e-03:  35%|███▍      | 8/23 [00:00<00:01,  9.68it/s]
epoch 10 iter 9: train loss 2.66431. lr 6.000000e-03:  35%|███▍      | 8/23 [00:00<00:01,  9.68it/s]
epoch 10 iter 9: train loss 2.66431. lr 6.000000e-03:  43%|████▎     | 10/23 [00:01<00:01, 10.22it/s]
epoch 10 iter 10: train loss 2.68687. lr 6.000000e-03:  43%|████▎     | 10/23 [00:01<00:01, 10.22it/s]
epoch 10 iter 11: train loss 2.71116. lr 6.000000e-03:  43%|████▎     | 10/23 [00:01<00:01, 10.22it/s]
epoch 10 iter 11: train loss 2.71116. lr 6.000000e-03:  52%|█████▏    | 12/23 [00:01<00:01, 10.67it/s]
epoch 10 iter 12: train loss 2.70256. lr 6.000000e-03:  52%|█████▏    | 12/23 [00:01<00:01, 10.67it/s]
epoch 10 iter 13: train loss 2.69972. lr 6.000000e-03:  52%|█████▏    | 12/23 [00:01<00:01, 10.67it/s]
epoch 10 iter 13: train loss 2.69972. lr 6.000000e-03:  61%|██████    | 14/23 [00:01<00:00, 10.65it/s]
epoch 10 iter 14: train loss 2.65723. lr 6.000000e-03:  61%|██████    | 14/23 [00:01<00:00, 10.65it/s]
epoch 10 iter 15: train loss 2.69098. lr 6.000000e-03:  61%|██████    | 14/23 [00:01<00:00, 10.65it/s]
epoch 10 iter 15: train loss 2.69098. lr 6.000000e-03:  70%|██████▉   | 16/23 [00:01<00:00, 11.18it/s]
epoch 10 iter 16: train loss 2.67277. lr 6.000000e-03:  70%|██████▉   | 16/23 [00:01<00:00, 11.18it/s]
epoch 10 iter 17: train loss 2.65893. lr 6.000000e-03:  70%|██████▉   | 16/23 [00:01<00:00, 11.18it/s]
epoch 10 iter 17: train loss 2.65893. lr 6.000000e-03:  78%|███████▊  | 18/23 [00:01<00:00, 10.06it/s]
epoch 10 iter 18: train loss 2.67735. lr 6.000000e-03:  78%|███████▊  | 18/23 [00:01<00:00, 10.06it/s]
epoch 10 iter 19: train loss 2.67692. lr 6.000000e-03:  78%|███████▊  | 18/23 [00:01<00:00, 10.06it/s]
epoch 10 iter 19: train loss 2.67692. lr 6.000000e-03:  87%|████████▋ | 20/23 [00:01<00:00, 10.41it/s]
epoch 10 iter 20: train loss 2.66279. lr 6.000000e-03:  87%|████████▋ | 20/23 [00:02<00:00, 10.41it/s]
epoch 10 iter 21: train loss 2.67267. lr 6.000000e-03:  87%|████████▋ | 20/23 [00:02<00:00, 10.41it/s]
epoch 10 iter 21: train loss 2.67267. lr 6.000000e-03:  96%|█████████▌| 22/23 [00:02<00:00, 10.14it/s]
epoch 10 iter 22: train loss 2.70347. lr 6.000000e-03:  96%|█████████▌| 22/23 [00:02<00:00, 10.14it/s]
epoch 10 iter 22: train loss 2.70347. lr 6.000000e-03: 100%|██████████| 23/23 [00:02<00:00, 10.24it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 11 iter 0: train loss 2.66058. lr 6.000000e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 11 iter 1: train loss 2.67771. lr 6.000000e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 11 iter 1: train loss 2.67771. lr 6.000000e-03:   9%|▊         | 2/23 [00:00<00:01, 12.76it/s]
epoch 11 iter 2: train loss 2.68700. lr 6.000000e-03:   9%|▊         | 2/23 [00:00<00:01, 12.76it/s]
epoch 11 iter 3: train loss 2.75183. lr 6.000000e-03:   9%|▊         | 2/23 [00:00<00:01, 12.76it/s]
epoch 11 iter 3: train loss 2.75183. lr 6.000000e-03:  17%|█▋        | 4/23 [00:00<00:01, 12.28it/s]
epoch 11 iter 4: train loss 2.66597. lr 6.000000e-03:  17%|█▋        | 4/23 [00:00<00:01, 12.28it/s]
epoch 11 iter 5: train loss 2.66868. lr 6.000000e-03:  17%|█▋        | 4/23 [00:00<00:01, 12.28it/s]
epoch 11 iter 5: train loss 2.66868. lr 6.000000e-03:  26%|██▌       | 6/23 [00:00<00:01, 12.07it/s]
epoch 11 iter 6: train loss 2.67456. lr 6.000000e-03:  26%|██▌       | 6/23 [00:00<00:01, 12.07it/s]
epoch 11 iter 6: train loss 2.67456. lr 6.000000e-03:  30%|███       | 7/23 [00:00<00:01,  8.65it/s]
epoch 11 iter 7: train loss 2.67405. lr 6.000000e-03:  30%|███       | 7/23 [00:00<00:01,  8.65it/s]
epoch 11 iter 8: train loss 2.65531. lr 6.000000e-03:  30%|███       | 7/23 [00:00<00:01,  8.65it/s]
epoch 11 iter 8: train loss 2.65531. lr 6.000000e-03:  39%|███▉      | 9/23 [00:00<00:01,  9.53it/s]
epoch 11 iter 9: train loss 2.67451. lr 6.000000e-03:  39%|███▉      | 9/23 [00:00<00:01,  9.53it/s]
epoch 11 iter 10: train loss 2.67622. lr 6.000000e-03:  39%|███▉      | 9/23 [00:01<00:01,  9.53it/s]
